TwitterID,UserID,Username,Content,Retweet,Favorite,Date
1.10244E+18,41488578,Seattle Mariners,"After solidifying his place as a strong Major League starter, @MarcoGonzales_ is ready to take the next step.

?… https://t.co/yRo3lqErxi",12,158,2019/3/4 5:13
1.10241E+18,41488578,Seattle Mariners,".@DanielVogelbach is all about controlling the zone.

He discussed that and more in the midst of his big spring wit… https://t.co/lWGNEGzLbn",14,108,2019/3/4 3:37
1.10237E+18,41488578,Seattle Mariners,@nVIDIASLiRig @starwars @TMobilePark @Indians That is May 31st—snag a T-shirt with this ticket special. https://t.co/o9AM1mbwAe,2,2,2019/3/4 1:07
1.10237E+18,41488578,Seattle Mariners,RT @GregJohnsMLB: Marco Gonzales evolving into leadership role in rotation. @Feinsand with the story today from Mariners camp. https://t.co…,14,0,2019/3/4 1:05
1.10237E+18,41488578,Seattle Mariners,"RT @MarinersPR: #MarinersST Day 21 - Marco Gonzales strikes out 4 over 4.0 innings, and Tim Beckham's 2-run double is the difference as the…",12,0,2019/3/4 0:36
1.10234E+18,41488578,Seattle Mariners,"There's your ballgame! After a strong start from Marco, the Mariners take this one over the Diamondbacks.

FINAL: 7… https://t.co/EKYgdFTj0V",18,161,2019/3/3 23:03
1.10234E+18,41488578,Seattle Mariners,"4?? innings,4?? punchouts. 

Another strong day at the office for @MarcoGonzales_. https://t.co/7GQZ9DxTwU",40,481,2019/3/3 22:30
1.10233E+18,41488578,Seattle Mariners,"A two-run double by @t_beckham1 and the Mariners have the lead on a sunny day in Peoria. 

?6?? Mariners 5, Diamondbacks 3.",8,86,2019/3/3 22:09
1.10233E+18,41488578,Seattle Mariners,@MFlame268 @TMobile @TMobilePark Yep. That’ll be installed prior to Opening Day.,1,54,2019/3/3 21:54
1.10233E+18,41488578,Seattle Mariners,"RT @TMobile: First look @TMobilePark ?

Is it Opening Day already? Can't wait to welcome home all the @Mariners fans! #TrueToTheBlue https:…",137,0,2019/3/3 21:52
1.1023E+18,41488578,Seattle Mariners,"Let's PLAY BALL! Diamondbacks vs. Mariners starts now.

? @ROOTSPORTS_NW 
? @710ESPNSeattle 
?… https://t.co/Xt8aSjRI7o",12,60,2019/3/3 20:10
1.1023E+18,41488578,Seattle Mariners,"RT @MarinersPR: Hear from Jared Sandberg, Dom Thompson-Williams, Brandon Brennan and Daniel Vogelbach on today's @ROOTSPORTS_NW telecast. F…",3,0,2019/3/3 20:00
1.10229E+18,41488578,Seattle Mariners,2??5?? days. https://t.co/NaewJG6Cdc,11,124,2019/3/3 19:20
1.10229E+18,41488578,Seattle Mariners,"More Spring Training action is on deck as the Mariners take on the Diamondbacks at 12:10 p.m. #MarinersST

?… https://t.co/YKOU0OIWo2",8,41,2019/3/3 19:20
1.10228E+18,41488578,Seattle Mariners,"RT @MarinersPR: #MarinersST Gameday Info - March 3 vs. #Dbacks. Lineups, Game Notes &amp; More: https://t.co/eLnSny31Ot https://t.co/ODnIymhiMs",15,0,2019/3/3 18:57
1.10207E+18,41488578,Seattle Mariners,Ready for summer nights at the ballpark. ? https://t.co/oOYUdHh4Jg,44,470,2019/3/3 4:53
1.10205E+18,41488578,Seattle Mariners,"Congratulations, fellas! ?

#TougherTogether https://t.co/rSYEPFbwRV",13,219,2019/3/3 3:31
1.10202E+18,41488578,Seattle Mariners,"Eternal Blue, Forever Green.

We're with you, @SoundersFC. Here's to a big 2019. ?

#SeattleLove x #SoundersMatchday https://t.co/E0iB0IZezl",34,458,2019/3/3 1:18
1.10199E+18,41488578,Seattle Mariners,"RT @ROOTSPORTS_NW: After the 2nd start of the Spring for Yusei Kikuchi, @Mariners manager Scott Servais talked about his pitcher's performa…",5,0,2019/3/2 23:26
1.10198E+18,41488578,Seattle Mariners,"Yusei Kikuchi continues to impress, Daniel Vogelbach gets on base four times in today's Cactus League action. FINAL… https://t.co/PXPVX9kb2J",12,67,2019/3/2 23:09
1.10198E+18,41488578,Seattle Mariners,@udubgal @11EdgarMartinez Incredible!,3,10,2019/3/2 22:57
1.10198E+18,41488578,Seattle Mariners,"RT @udubgal: I’ve been meaning to do this for sometime, but didn’t know when. Figured the year he gets inducted into the HOF is the right t…",14,0,2019/3/2 22:56
1.10197E+18,41488578,Seattle Mariners,"RT @dawnmharris: Enjoying some sun, baseball and R&amp;R ???? with my fav! #TrueToTheBlue @Mariners https://t.co/hFdIKucESz",4,0,2019/3/2 22:17
1.10197E+18,41488578,Seattle Mariners,RT @TeeBen11: @Mariners came to support all the way from Yakima! #TrueToTheBlue #WhereIROOT https://t.co/6UoZ0qFwuf,6,0,2019/3/2 22:11
1.10196E+18,41488578,Seattle Mariners,@TKGaede Lookin' sharp! ?,0,0,2019/3/2 21:56
1.10196E+18,41488578,Seattle Mariners,"? ?? ???????, ?? ??????? ?

#MarinersST x Yusei Kikuchi https://t.co/1c9x3d9zWm",405,2045,2019/3/2 21:49
1.10195E+18,41488578,Seattle Mariners,"RT @longenhagen: Yusei Kikuchi was 92-93 in the first inning of his debut, 89-92 in the second. Today has held 93-94 thru 2ip. Secondaries…",44,0,2019/3/2 20:51
1.10194E+18,41488578,Seattle Mariners,"6?? ?, 6???

Y.K. makes quick work of the second inning with another 1??2??3?? frame. #MarinersST",11,80,2019/3/2 20:34
